customer_id,customer_name,email,data_usage,plan_type,signup_date,total_data_usage,customer_status,last_update,phone_home,phone_mobile
136,Customer_136,customer136@example.com,46.43,Premium,2024-06-09,531GB,Active,2024-11-10,1243500219,3715023033
137,Customer_137,customer137@example.com,8.48,Premium,2024-06-24,964GB,Active,2024-11-12,6535937373,7983887968
138,Customer_138,customer138@example.com,81.16,Basic,2024-07-09,520GB,Active,2024-11-14,9995824853,3918380852
139,Customer_139,customer139@example.com,50.64,Standard,2024-07-24,847GB,Active,2024-11-16,1266915416,5655069495
140,Customer_140,customer140@example.com,61.1,Standard,2024-08-08,198GB,Inactive,2024-11-18,9774057833,1289430190
141,Customer_141,customer141@example.com,22.92,Premium,2024-08-23,428GB,Active,2024-11-20,9580584649,1273226453
142,Customer_142,customer142@example.com,38.74,Standard,2024-09-07,304GB,Active,2024-11-22,7090398177,2165968107
143,Customer_143,customer143@example.com,25.59,Standard,2024-09-22,293GB,Inactive,2024-11-24,3243906119,5157282283
144,Customer_144,customer144@example.com,76.26,Basic,2024-10-07,997GB,Inactive,2024-11-26,8075154687,2812501209
145,Customer_145,customer145@example.com,98.2,Standard,2024-10-22,715GB,Inactive,2024-11-28,7772513852,1544244224
146,Customer_146,customer146@example.com,65.66,Premium,2024-11-06,590GB,Active,2024-11-30,5115502442,9814634410
147,Customer_147,customer147@example.com,80.75,Standard,2024-11-21,918GB,Active,2024-12-02,7360462640,9067741238
148,Customer_148,customer148@example.com,62.71,Basic,2024-12-06,722GB,Inactive,2024-12-04,3901370934,2371561457
149,Customer_149,customer149@example.com,91.01,Premium,2024-12-21,482GB,Active,2024-12-06,9826343949,4305323196
150,Customer_150,customer150@example.com,92.02,Standard,2025-01-05,251GB,Active,2024-12-08,3483764808,8744340989
151,Customer_151,customer151@example.com,99.89,Basic,2025-01-20,142GB,Inactive,2024-12-10,9688402316,6548627243
152,Customer_152,customer152@example.com,14.28,Premium,2025-02-04,716GB,Inactive,2024-12-12,2111545564,5899554221
153,Customer_153,customer153@example.com,23.34,Basic,2025-02-19,478GB,Active,2024-12-14,6000095392,2899851328
154,Customer_154,customer154@example.com,26.26,Standard,2025-03-06,334GB,Active,2024-12-16,3924477535,5690262170
155,Customer_155,customer155@example.com,87.62,Standard,2025-03-21,309GB,Inactive,2024-12-18,1064997120,9259787407
156,Customer_156,customer156@example.com,18.43,Premium,2025-04-05,506GB,Inactive,2024-12-20,1038893078,9647705288
157,Customer_157,customer157@example.com,36.93,Standard,2025-04-20,788GB,Active,2024-12-22,1514718833,4626176393
158,Customer_158,customer158@example.com,20.02,Basic,2025-05-05,288GB,Active,2024-12-24,9591501033,1069282210
159,Customer_159,customer159@example.com,77.92,Premium,2025-05-20,826GB,Active,2024-12-26,3596194738,2390779237
160,Customer_160,customer160@example.com,79.35,Premium,2025-06-04,933GB,Inactive,2024-12-28,8416337709,7532874966
161,Customer_161,customer161@example.com,37.02,Standard,2025-06-19,958GB,Active,2024-12-30,1095658726,4920772899
162,Customer_162,customer162@example.com,93.06,Premium,2025-07-04,490GB,Inactive,2025-01-01,2161913985,5654456569
163,Customer_163,customer163@example.com,36.34,Premium,2025-07-19,604GB,Active,2025-01-03,6893722079,8538451103
164,Customer_164,customer164@example.com,85.18,Standard,2025-08-03,307GB,Active,2025-01-05,6346388853,7782829287
165,Customer_165,customer165@example.com,23.7,Basic,2025-08-18,255GB,Active,2025-01-07,8354939141,4176477520
166,Customer_166,customer166@example.com,86.87,Standard,2025-09-02,249GB,Inactive,2025-01-09,1824581695,2302424059
167,Customer_167,customer167@example.com,16.25,Basic,2025-09-17,263GB,Inactive,2025-01-11,5569726485,4633199632
168,Customer_168,customer168@example.com,84.55,Premium,2025-10-02,304GB,Inactive,2025-01-13,3445879977,4414093894
169,Customer_169,customer169@example.com,92.04,Premium,2025-10-17,904GB,Inactive,2025-01-15,7088194419,6348700906
170,Customer_170,customer170@example.com,4.16,Premium,2025-11-01,762GB,Active,2025-01-17,2978192394,4020452588
171,Customer_171,customer171@example.com,38.38,Basic,2025-11-16,407GB,Inactive,2025-01-19,8245715851,1406558255
173,Customer_173,customer173@example.com,5.5,Standard,2025-12-16,199GB,Active,2025-01-23,9637319707,2375092928
174,Customer_174,customer174@example.com,27.02,Premium,2025-12-31,184GB,Inactive,2025-01-25,7717062016,3666816295
175,Customer_175,customer175@example.com,64.76,Premium,2026-01-15,865GB,Inactive,2025-01-27,4813199312,6559478582
177,Customer_177,customer177@example.com,91.07,Basic,2026-02-14,596GB,Active,2025-01-31,1558537088,2234719053
178,Customer_178,customer178@example.com,61.45,Basic,2026-03-01,950GB,Active,2025-02-02,3604887492,8111171028
179,Customer_179,customer179@example.com,48.44,Basic,2026-03-16,361GB,Active,2025-02-04,3990447288,7981466682
180,Customer_180,customer180@example.com,43.24,Standard,2026-03-31,335GB,Inactive,2025-02-06,9866454036,8597876050
181,Customer_181,customer181@example.com,29.59,Premium,2026-04-15,132GB,Active,2025-02-08,5495229051,5803817809
182,Customer_182,customer182@example.com,9.63,Basic,2026-04-30,383GB,Inactive,2025-02-10,4641043724,5117997293
183,Customer_183,customer183@example.com,16.81,Standard,2026-05-15,109GB,Active,2025-02-12,4346691576,4785913686
184,Customer_184,customer184@example.com,63.31,Standard,2026-05-30,185GB,Inactive,2025-02-14,4703803663,9940366689
185,Customer_185,customer185@example.com,10.85,Basic,2026-06-14,736GB,Active,2025-02-16,6060554755,2185643152
186,Customer_186,customer186@example.com,81.86,Basic,2026-06-29,535GB,Inactive,2025-02-18,6975454310,7752335931
187,Customer_187,customer187@example.com,61.86,Basic,2026-07-14,492GB,Active,2025-02-20,9509507664,7791909181
188,Customer_188,customer188@example.com,92.39,Premium,2026-07-29,562GB,Inactive,2025-02-22,4869969527,2589265406
189,Customer_189,customer189@example.com,62.22,Basic,2026-08-13,413GB,Inactive,2025-02-24,4068239702,8670362140
190,Customer_190,customer190@example.com,23.8,Premium,2026-08-28,114GB,Inactive,2025-02-26,7093149140,8560437696
191,Customer_191,customer191@example.com,67.7,Standard,2026-09-12,646GB,Inactive,2025-02-28,9466886331,3763801934
192,Customer_192,customer192@example.com,73.77,Standard,2026-09-27,703GB,Active,2025-03-02,7833506591,9807790067
193,Customer_193,customer193@example.com,81.9,Basic,2026-10-12,605GB,Inactive,2025-03-04,6562020695,1391797878
194,Customer_194,customer194@example.com,96.77,Standard,2026-10-27,763GB,Active,2025-03-06,3476692227,9513137140
195,Customer_195,customer195@example.com,84.42,Basic,2026-11-11,640GB,Inactive,2025-03-08,5637708569,7477514693
196,Customer_196,customer196@example.com,98.05,Standard,2026-11-26,824GB,Inactive,2025-03-10,2477135181,2055659222
197,Customer_197,customer197@example.com,95.32,Standard,2026-12-11,383GB,Active,2025-03-12,3015085659,9042677054
198,Customer_198,customer198@example.com,62.14,Basic,2026-12-26,895GB,Active,2025-03-14,5134667038,1718991485
199,Customer_199,customer199@example.com,60.07,Basic,2027-01-10,319GB,Inactive,2025-03-16,3884332616,6870654854
200,Customer_200,customer200@example.com,56.45,Basic,2027-01-25,389GB,Inactive,2025-03-18,3381022410,3981871559
201,Customer_201,customer201@example.com,83.41,Standard,2027-02-09,968GB,Inactive,2025-03-20,4750169380,6092638449
202,Customer_202,customer202@example.com,14.52,Standard,2027-02-24,216GB,Inactive,2025-03-22,1026050702,8380993120
203,Customer_203,customer203@example.com,64.96,Premium,2027-03-11,791GB,Active,2025-03-24,1407679401,4663216891
204,Customer_204,customer204@example.com,85.65,Premium,2027-03-26,980GB,Active,2025-03-26,1345311170,5679203549
205,Customer_205,customer205@example.com,78.63,Standard,2027-04-10,727GB,Inactive,2025-03-28,8064401869,6099400330
206,Customer_206,customer206@example.com,96.16,Premium,2027-04-25,764GB,Inactive,2025-03-30,2516783511,2659253202
207,Customer_207,customer207@example.com,6.33,Premium,2027-05-10,362GB,Inactive,2025-04-01,3107363002,5329818994
208,Customer_208,customer208@example.com,44.61,Basic,2027-05-25,128GB,Inactive,2025-04-03,7271874306,6920556514
209,Customer_209,customer209@example.com,15.41,Standard,2027-06-09,512GB,Active,2025-04-05,9249546624,4800668037
210,Customer_210,customer210@example.com,73.72,Premium,2027-06-24,573GB,Active,2025-04-07,8269686670,2069728147
211,Customer_211,customer211@example.com,6.73,Premium,2027-07-09,810GB,Inactive,2025-04-09,9951924136,6981201387
212,Customer_212,customer212@example.com,80.98,Premium,2027-07-24,153GB,Active,2025-04-11,1052042483,1941472690
213,Customer_213,customer213@example.com,72.44,Basic,2027-08-08,584GB,Active,2025-04-13,2605637884,4850568013
214,Customer_214,customer214@example.com,22.11,Basic,2027-08-23,586GB,Active,2025-04-15,6023901074,7490387768
215,Customer_215,customer215@example.com,98.32,Basic,2027-09-07,164GB,Inactive,2025-04-17,4495192892,4678441982
216,Customer_216,customer216@example.com,20.97,Premium,2027-09-22,112GB,Active,2025-04-19,8816025000,7256213923
217,Customer_217,customer217@example.com,54.4,Standard,2027-10-07,918GB,Inactive,2025-04-21,9985668597,5663448999
218,Customer_218,customer218@example.com,83.52,Basic,2027-10-22,133GB,Inactive,2025-04-23,2236384395,4009284134
219,Customer_219,customer219@example.com,42.82,Premium,2027-11-06,732GB,Inactive,2025-04-25,6079785570,7546304680
220,Customer_220,customer220@example.com,57.84,Premium,2027-11-21,791GB,Inactive,2025-04-27,5090893024,3210551229
221,Customer_221,customer221@example.com,72.74,Basic,2027-12-06,796GB,Inactive,2025-04-29,4254415844,2176076879
222,Customer_222,customer222@example.com,97.76,Basic,2027-12-21,867GB,Inactive,2025-05-01,2189975752,8507251454
223,Customer_223,customer223@example.com,4.65,Basic,2028-01-05,333GB,Inactive,2025-05-03,4974942103,9856069208
224,Customer_224,customer224@example.com,15.78,Standard,2028-01-20,880GB,Active,2025-05-05,3343237304,9374003802
225,Customer_225,customer225@example.com,21.14,Premium,2028-02-04,690GB,Active,2025-05-07,4282631884,5170325891
226,Customer_226,customer226@example.com,81.37,Premium,2028-02-19,235GB,Inactive,2025-05-09,9509031333,1889797455
227,Customer_227,customer227@example.com,26.23,Standard,2028-03-05,525GB,Inactive,2025-05-11,2975796740,7498101370
228,Customer_228,customer228@example.com,98.01,Standard,2028-03-20,778GB,Active,2025-05-13,1656434720,1057405796
229,Customer_229,customer229@example.com,21.71,Standard,2028-04-04,411GB,Active,2025-05-15,4461590179,5302312301
230,Customer_230,customer230@example.com,14.99,Basic,2028-04-19,696GB,Active,2025-05-17,6185030638,4277736419
231,Customer_231,customer231@example.com,14.84,Standard,2028-05-04,254GB,Active,2025-05-19,1340072110,5256583357
232,Customer_232,customer232@example.com,43.36,Standard,2028-05-19,579GB,Active,2025-05-21,8879854259,7664920611
233,Customer_233,customer233@example.com,34.67,Premium,2028-06-03,446GB,Inactive,2025-05-23,2757502276,4918924346
234,Customer_234,customer234@example.com,70.21,Basic,2028-06-18,531GB,Inactive,2025-05-25,9869443072,7219950383
235,Customer_235,customer235@example.com,74.2,Premium,2028-07-03,461GB,Inactive,2025-05-27,8200826377,4866626812
236,Customer_236,customer236@example.com,21.11,Premium,2028-07-18,457GB,Active,2025-05-29,7625644595,9072106326
237,Customer_237,customer237@example.com,61.52,Basic,2028-08-02,792GB,Active,2025-05-31,3004438748,1782556782
238,Customer_238,customer238@example.com,54.31,Basic,2028-08-17,240GB,Active,2025-06-02,7623348424,3039562320
239,Customer_239,customer239@example.com,53.01,Standard,2028-09-01,889GB,Inactive,2025-06-04,7962823013,9194358980
240,Customer_240,customer240@example.com,1.48,Standard,2028-09-16,809GB,Inactive,2025-06-06,5508781735,9239175630
241,Customer_241,customer241@example.com,17.85,Standard,2028-10-01,246GB,Active,2025-06-08,4731314728,5520079712
242,Customer_242,customer242@example.com,93.63,Premium,2028-10-16,697GB,Active,2025-06-10,2697015044,8058106173
243,Customer_243,customer243@example.com,53.53,Standard,2028-10-31,480GB,Active,2025-06-12,5189040949,1467366059
244,Customer_244,customer244@example.com,52.7,Basic,2028-11-15,159GB,Active,2025-06-14,3054956750,3566007691
245,Customer_245,customer245@example.com,91.53,Standard,2028-11-30,886GB,Inactive,2025-06-16,3475271748,6228891891
246,Customer_246,customer246@example.com,70.73,Basic,2028-12-15,792GB,Inactive,2025-06-18,3791282759,4795854402
247,Customer_247,customer247@example.com,49.38,Standard,2028-12-30,770GB,Inactive,2025-06-20,8072751392,1459287690
248,Customer_248,customer248@example.com,97.03,Premium,2029-01-14,802GB,Active,2025-06-22,3803624074,1326541747
249,Customer_249,customer249@example.com,90.11,Standard,2029-01-29,160GB,Active,2025-06-24,2127248264,9710540098
250,Customer_250,customer250@example.com,99.58,Premium,2029-02-13,492GB,Inactive,2025-06-26,3721348621,7530179404
251,Customer_251,customer251@example.com,80.31,Standard,2029-02-28,269GB,Active,2025-06-28,8409088868,1314576774
252,Customer_252,customer252@example.com,69.19,Basic,2029-03-15,228GB,Active,2025-06-30,6549995706,9590949529
253,Customer_253,customer253@example.com,36.57,Basic,2029-03-30,709GB,Active,2025-07-02,4319390323,2851458535
254,Customer_254,customer254@example.com,33.58,Premium,2029-04-14,209GB,Active,2025-07-04,8644513595,6617384474
255,Customer_255,customer255@example.com,53.02,Standard,2029-04-29,722GB,Active,2025-07-06,9348220171,5122720352
256,Customer_256,customer256@example.com,42.83,Standard,2029-05-14,877GB,Inactive,2025-07-08,7611051366,7907563774
257,Customer_257,customer257@example.com,95.13,Premium,2029-05-29,825GB,Active,2025-07-10,3285030011,2725408947
258,Customer_258,customer258@example.com,53.82,Standard,2029-06-13,674GB,Inactive,2025-07-12,6291569527,4957959670
259,Customer_259,customer259@example.com,84.46,Premium,2029-06-28,779GB,Inactive,2025-07-14,3029683437,6046685246
260,Customer_260,customer260@example.com,48.6,Standard,2029-07-13,261GB,Inactive,2025-07-16,7670280543,5581264601
261,Customer_261,customer261@example.com,38.25,Premium,2029-07-28,631GB,Active,2025-07-18,6781191705,7279672521
262,Customer_262,customer262@example.com,37.05,Standard,2029-08-12,856GB,Inactive,2025-07-20,6925267450,2809472583
264,Customer_264,customer264@example.com,70.73,Premium,2029-09-11,250GB,Active,2025-07-24,4426172061,5655352664
265,Customer_265,customer265@example.com,58.07,Standard,2029-09-26,727GB,Inactive,2025-07-26,1598965179,4166762475
266,Customer_266,customer266@example.com,63.67,Premium,2029-10-11,343GB,Inactive,2025-07-28,5574876267,7110078449
267,Customer_267,customer267@example.com,32.58,Basic,2029-10-26,762GB,Active,2025-07-30,4766318324,1580834775
268,Customer_268,customer268@example.com,19.68,Premium,2029-11-10,595GB,Active,2025-08-01,2210459191,5892182301
269,Customer_269,customer269@example.com,62.07,Basic,2029-11-25,214GB,Inactive,2025-08-03,1772742624,2221866565
270,Customer_270,customer270@example.com,9.72,Standard,2029-12-10,555GB,Inactive,2025-08-05,8794817675,7234607474
271,Customer_271,customer271@example.com,26.37,Standard,2029-12-25,588GB,Inactive,2025-08-07,1805128547,1157112568
272,Customer_272,customer272@example.com,80.76,Basic,2030-01-09,379GB,Inactive,2025-08-09,6896669470,3352974637
273,Customer_273,customer273@example.com,11.16,Premium,2030-01-24,455GB,Active,2025-08-11,8417616707,9990465604
274,Customer_274,customer274@example.com,26.57,Standard,2030-02-08,615GB,Active,2025-08-13,9538928232,6990559050
275,Customer_275,customer275@example.com,73.49,Basic,2030-02-23,130GB,Inactive,2025-08-15,3628118250,6312233393
276,Customer_276,customer276@example.com,96.92,Premium,2030-03-10,247GB,Inactive,2025-08-17,7195967478,7339366908
277,Customer_277,customer277@example.com,68.62,Basic,2030-03-25,592GB,Inactive,2025-08-19,2045024656,4444340679
278,Customer_278,customer278@example.com,58.01,Basic,2030-04-09,117GB,Inactive,2025-08-21,2570311756,7128936161
279,Customer_279,customer279@example.com,84.19,Basic,2030-04-24,495GB,Active,2025-08-23,3385234550,3216509723
280,Customer_280,customer280@example.com,48.73,Standard,2030-05-09,111GB,Inactive,2025-08-25,3986438462,3040360701
281,Customer_281,customer281@example.com,27.12,Basic,2030-05-24,228GB,Active,2025-08-27,4166641010,3978624359
282,Customer_282,customer282@example.com,31.6,Premium,2030-06-08,150GB,Inactive,2025-08-29,2699027185,2416148129
283,Customer_283,customer283@example.com,37.27,Basic,2030-06-23,747GB,Inactive,2025-08-31,4644895779,7561163268
284,Customer_284,customer284@example.com,71.5,Premium,2030-07-08,751GB,Inactive,2025-09-02,9013027404,8870968290
285,Customer_285,customer285@example.com,68.8,Premium,2030-07-23,449GB,Active,2025-09-04,2778605460,4336154201
286,Customer_286,customer286@example.com,9.98,Premium,2030-08-07,448GB,Active,2025-09-06,7905076712,1149505947
287,Customer_287,customer287@example.com,68.76,Basic,2030-08-22,935GB,Active,2025-09-08,7910395568,6930755124
288,Customer_288,customer288@example.com,28.5,Basic,2030-09-06,442GB,Active,2025-09-10,8023083584,5199581947
289,Customer_289,customer289@example.com,55.45,Premium,2030-09-21,404GB,Active,2025-09-12,5446960151,4471487673
290,Customer_290,customer290@example.com,28.64,Premium,2030-10-06,339GB,Active,2025-09-14,4652137900,6484032480
291,Customer_291,customer291@example.com,93.14,Standard,2030-10-21,818GB,Active,2025-09-16,9116797080,9331601887
292,Customer_292,customer292@example.com,8.8,Premium,2030-11-05,136GB,Inactive,2025-09-18,3131965902,3414406820
293,Customer_293,customer293@example.com,78.8,Standard,2030-11-20,517GB,Inactive,2025-09-20,9127718516,6155414519
294,Customer_294,customer294@example.com,40.48,Basic,2030-12-05,792GB,Inactive,2025-09-22,7653102093,4700099181
295,Customer_295,customer295@example.com,11.71,Premium,2030-12-20,992GB,Active,2025-09-24,4156653530,9334131143
296,Customer_296,customer296@example.com,99.64,Standard,2031-01-04,493GB,Inactive,2025-09-26,5368755138,7984455302
297,Customer_297,customer297@example.com,39.87,Standard,2031-01-19,142GB,Inactive,2025-09-28,1202857083,9555740218
298,Customer_298,customer298@example.com,9.92,Premium,2031-02-03,489GB,Active,2025-09-30,5270493305,2844542444
299,Customer_299,customer299@example.com,4.06,Basic,2031-02-18,726GB,Inactive,2025-10-02,4881131181,2162354436
300,Customer_300,customer300@example.com,35.79,Premium,2031-03-05,478GB,Active,2025-10-04,9557497487,9191374350
301,Customer_301,customer301@example.com,42.3,Basic,2031-03-20,697GB,Active,2025-10-06,1514257585,3810332840
302,Customer_302,customer302@example.com,38.69,Standard,2031-04-04,147GB,Active,2025-10-08,1292532340,8811521833
303,Customer_303,customer303@example.com,20.25,Basic,2031-04-19,252GB,Inactive,2025-10-10,6411965363,4568813271
304,Customer_304,customer304@example.com,34.28,Standard,2031-05-04,332GB,Inactive,2025-10-12,2509156475,5376367823
305,Customer_305,customer305@example.com,12.07,Premium,2031-05-19,358GB,Inactive,2025-10-14,3026510758,7807268994
306,Customer_306,customer306@example.com,17.96,Basic,2031-06-03,388GB,Inactive,2025-10-16,1901294304,8058232674
307,Customer_307,customer307@example.com,55.04,Standard,2031-06-18,862GB,Inactive,2025-10-18,6297247472,2686111697
308,Customer_308,customer308@example.com,17.07,Standard,2031-07-03,865GB,Inactive,2025-10-20,5584336330,4808820228
309,Customer_309,customer309@example.com,62.0,Standard,2031-07-18,984GB,Active,2025-10-22,8205952001,1761307616
310,Customer_310,customer310@example.com,87.18,Standard,2031-08-02,160GB,Inactive,2025-10-24,6000852871,6357501253
311,Customer_311,customer311@example.com,93.92,Standard,2031-08-17,227GB,Active,2025-10-26,3245138164,3453945760
312,Customer_312,customer312@example.com,17.25,Premium,2031-09-01,119GB,Active,2025-10-28,6090370460,8381342804
313,Customer_313,customer313@example.com,35.5,Standard,2031-09-16,427GB,Active,2025-10-30,9293801304,3411102372
314,Customer_314,customer314@example.com,52.85,Basic,2031-10-01,808GB,Inactive,2025-11-01,3803598486,3207145845
315,Customer_315,customer315@example.com,50.5,Standard,2031-10-16,318GB,Inactive,2025-11-03,5934203728,6579648504
316,Customer_316,customer316@example.com,76.06,Basic,2031-10-31,625GB,Inactive,2025-11-05,3161776781,5985604784
317,Customer_317,customer317@example.com,79.46,Premium,2031-11-15,955GB,Active,2025-11-07,9642126101,6534517148
318,Customer_318,customer318@example.com,34.08,Basic,2031-11-30,570GB,Inactive,2025-11-09,8248367346,7210691360
319,Customer_319,customer319@example.com,22.43,Standard,2031-12-15,119GB,Active,2025-11-11,3807725624,3291107168
320,Customer_320,customer320@example.com,1.3,Premium,2031-12-30,692GB,Active,2025-11-13,6399990137,5954298647
321,Customer_321,customer321@example.com,99.16,Premium,2032-01-14,293GB,Active,2025-11-15,7400414144,8222955586
322,Customer_322,customer322@example.com,19.61,Premium,2032-01-29,662GB,Inactive,2025-11-17,1121348213,2375429697
323,Customer_323,customer323@example.com,71.49,Basic,2032-02-13,392GB,Inactive,2025-11-19,6183141835,5572437210
324,Customer_324,customer324@example.com,34.8,Premium,2032-02-28,818GB,Inactive,2025-11-21,4255448675,7924216946
325,Customer_325,customer325@example.com,57.19,Premium,2032-03-14,525GB,Inactive,2025-11-23,1652176611,7080171032
326,Customer_326,customer326@example.com,54.1,Premium,2032-03-29,302GB,Inactive,2025-11-25,5681741120,5879976479
327,Customer_327,customer327@example.com,41.9,Standard,2032-04-13,807GB,Inactive,2025-11-27,3558220442,2414399467
328,Customer_328,customer328@example.com,87.84,Basic,2032-04-28,741GB,Active,2025-11-29,1493555539,9340394084
329,Customer_329,customer329@example.com,90.75,Basic,2032-05-13,472GB,Inactive,2025-12-01,3621568464,2361219748
330,Customer_330,customer330@example.com,75.55,Basic,2032-05-28,523GB,Inactive,2025-12-03,5716453367,5405391208
331,Customer_331,customer331@example.com,77.11,Standard,2032-06-12,127GB,Inactive,2025-12-05,9446268922,1690311091
332,Customer_332,customer332@example.com,74.74,Standard,2032-06-27,667GB,Active,2025-12-07,5376059052,4982802952
333,Customer_333,customer333@example.com,91.85,Premium,2032-07-12,254GB,Inactive,2025-12-09,5416055600,4237898632
334,Customer_334,customer334@example.com,50.81,Basic,2032-07-27,445GB,Active,2025-12-11,1200086953,5506568018
335,Customer_335,customer335@example.com,45.65,Premium,2032-08-11,357GB,Active,2025-12-13,5947858067,4576757216
336,Customer_336,customer336@example.com,22.29,Standard,2032-08-26,763GB,Inactive,2025-12-15,9903862326,3665148043
337,Customer_337,customer337@example.com,8.99,Standard,2032-09-10,490GB,Active,2025-12-17,8246191330,5022667284
338,Customer_338,customer338@example.com,43.93,Basic,2032-09-25,727GB,Inactive,2025-12-19,9948827963,6108049702
339,Customer_339,customer339@example.com,71.83,Premium,2032-10-10,878GB,Active,2025-12-21,7338382213,7905357234
340,Customer_340,customer340@example.com,90.7,Basic,2032-10-25,993GB,Active,2025-12-23,3843771366,7359443900
341,Customer_341,customer341@example.com,78.3,Standard,2032-11-09,406GB,Inactive,2025-12-25,5148659390,5142031615
342,Customer_342,customer342@example.com,96.05,Basic,2032-11-24,629GB,Inactive,2025-12-27,6699021417,3746375864
343,Customer_343,customer343@example.com,89.18,Standard,2032-12-09,886GB,Active,2025-12-29,3403450844,1091892156
344,Customer_344,customer344@example.com,23.23,Standard,2032-12-24,337GB,Inactive,2025-12-31,6649841263,3280484613
345,Customer_345,customer345@example.com,4.17,Standard,2033-01-08,631GB,Inactive,2026-01-02,3175701704,1928011603
346,Customer_346,customer346@example.com,11.79,Standard,2033-01-23,831GB,Inactive,2026-01-04,2381390325,9374810301
347,Customer_347,customer347@example.com,82.62,Basic,2033-02-07,884GB,Inactive,2026-01-06,5165276745,1638140249
348,Customer_348,customer348@example.com,97.16,Basic,2033-02-22,528GB,Inactive,2026-01-08,6936378012,3029551568
349,Customer_349,customer349@example.com,83.19,Basic,2033-03-09,899GB,Active,2026-01-10,7459789190,8765185591
350,Customer_350,customer350@example.com,70.61,Standard,2033-03-24,772GB,Active,2026-01-12,5789199076,7138609343
